Feature.ID	Kingdom	Phylum	Class	Order	Family	Genus	Specie
d99cc6361a1116e286120a17d3612151	k__Fungi	p__Basidiomycota	c__GS25	o__GS25	f__unidentified	g__unidentified	s__unidentified
ef80d33c19ee7edc82fc2ba48e4d5ebd	k__Fungi	p__Ascomycota					
256589fa7069dc3ef6d482d92661890f	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__unidentified	s__unidentified
4f2763727fbf05f395cde28ce066bff4	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
8cc14afc63590320ae06467b68e952b8	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
c30148fd8ca657d4aa2c5882912a78d4	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Sarcosomataceae	g__unidentified	s__unidentified
1aa1086f57393cd630e5f899dfa15f72	k__Fungi						
f6e6f687292a42f933474575f88bd7cd	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenopolyscytalum	s__Xenopolyscytalum_pinea
f5f6d25bd8554eeb2a420d90a5965619	k__Fungi	p__Ascomycota	c__Leotiomycetes				
8e5338b723dfd501c1fd7f0af1391909	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Venturia	
d59bf51c379447f8166c914c8b010b84	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	
5a4d52c78f9736fd5790923f58dbc252	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
daad66879cbebe062074f389fa5ccef1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_minutissima
f1b464ba5f39c3e7a2e2292a84dd419a	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
e174c3b30b288881e951085d983264cc	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__unidentified	s__unidentified
7e83b9ee46166472c7bc57f58ab7e3a2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
0a4d62c87bd1f21305ee0bb1b87374a7	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	s__unidentified
afcca612a22d9951c6b011c834b8f077	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideaceae	g__unidentified	s__unidentified
347c483d4821b505216117a39775fc22	k__Fungi						
9988a5ca031a8d52155e6b14158c54fe	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__unidentified	g__unidentified	s__unidentified
a16b3e21344b9785b5e0554c65f0a662	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales			
4560de6b32a1e1cb4d13dded474e47a7	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Phaeotheca	s__Phaeotheca_fissurella
daf410368519ee23ebe690aecaf1c58f	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__unidentified	g__unidentified	s__unidentified
4065bc5bb65050dfd4443a8105ae0308	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Cryptosporiopsis	s__unidentified
38c7254296c6791426001f9a9f87117a	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Collophora	s__unidentified
8f2481aad120c3a911428e37e15f9671	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_globulifera
3d266b1f5b612351a14e5724d6d07e11	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__unidentified	s__unidentified
a4995011a9f45459ef9dc8a013839bce	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_macrocystis
19230bb77a0ff01e09a9727032fd672f	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__unidentified
0a3e2dfb5c79d603a8ee85c8e20d0ec7	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__unidentified	g__unidentified	s__unidentified
82478158f7b2b580d3d6fbfbbaa31b02	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Venturia	s__unidentified
70b9a348b673d12d9483330eafa59721	k__Fungi	p__Ascomycota					
3793de00ee3b2b9f04f72f7377e090aa	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Trechisporales_fam_Incertae_sedis	g__Sistotremastrum	s__Sistotremastrum_suecicum
561c0b0c7ca75b43b99eb92152cbf286	k__Fungi	p__Ascomycota					
ae664471a463a59477a61553a210f28d	k__Fungi						
c2b3d2c3eb2ded0da8d36a901e675894	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__Athelia_arachnoidea
5f3c0bacdd4b9932e55582fd85ce3a85	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Luellia	s__Luellia_recondita
4e043eb9411d862f5b51e7acd102adc4	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_pulchella
b402d90c79664563df6538116db6593c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Fontanospora	s__unidentified
8690cd7e806b5d4f838449366e808d84	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
d058a2632140192e3260832a43962ce1	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
ab2c2f150b7cd3458cf49e35000090c7	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_equina
756b672151d13ef6d5f1ba3d249e44a1	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_periconioides
8690f118e84109e8f4777351cebcf500	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__unidentified	f__unidentified	g__unidentified	s__unidentified
4455611fbb74a119a7576c836f22b32d	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Hemimycena	s__Hemimycena_lactea
1ef59bfd5d3fe82d94c2748a4739c400	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Galerina	s__Galerina_fallax
f5c61c1da6a2165d8ccea44535388667	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
b184e4cfb0fec7b6cd7f9ec2b98d40a0	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Phaeotheca	s__Phaeotheca_fissurella
406025236ef60941087445238b447fbc	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	s__unidentified
dccd5dfa4aa379e461030485c7b3af40	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
4f96d82976d525ad825347b3f5c5334f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Cryptosporiopsis	s__unidentified
43ec088798239aa5fd109b556ed55aed	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentellopsis	s__Tomentellopsis_echinospora
a4232fbf98be584680d004c24dfef617	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__unidentified
4fd2688efec69c59869e57804960df6d	k__Fungi						
320c3b9fb0f494936dae33429063fbf2	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
f524e19d3a75aac343947e31addd2ce1	k__Fungi	p__Basidiomycota	c__GS25	o__GS25	f__unidentified	g__unidentified	s__unidentified
4dd4dd7b3a9b6a0e58c03e218114d7d2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
95885f4e10c797b2821de21148badb7d	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_turficola
3f0485fac228a0e3627a37a091bc385e	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
1fd0a7320e50d46eb3266ca74b0d4813	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
ca0c652b18ae3737f34d027bcaeb8ba2	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	s__unidentified
b40f54818823c81724beba5ad68c9c33	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
2b2660ebf83ab56a176d132fbd77bcf3	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidales	f__Gloniaceae		
7dc9cc1c26192a983eaef1aca04013ac	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	s__Mycena_silvae-nigrae
e3da4dbef13804829a38993279eed149	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	s__Mycena_flavoalba
4beec6fd1f3671ba7fae38bb2699930c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__Phialocephala_scopiformis
252e25d64d5d991008ea419a95c0991b	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Luellia	s__unidentified
09831af7a8d6d4aa576488fc0b78b2e3	k__Fungi	p__Ascomycota					
53f44dd88f954c0225173bf7d37714b1	k__Fungi	p__Ascomycota					
f6938dc7cfe61f0965954e052b211db7	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
700da1f0a9b8319d513de8e198e33c7d	k__Fungi	p__Ascomycota					
f0537e2da6779e1025a19933525c4cf4	k__Fungi	p__Ascomycota					
35ca5d00c4e652017159afd27beacc1d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
071b66949d67a9ed727b0f523b509319	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_minutissima
8e28c2a9eac94632bf4c880e12f0d84a	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Mycosymbioces	s__unidentified
5e1195048b1574ccd86f1b0f53c316b7	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Luellia	s__unidentified
b34d66bc8af8aa9580c844c58b6e3ccb	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__unidentified
a8dd20f783d32cc0d475cf9f5af7a609	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
c0bc8067b7d13ab828a7cc8feb00aa6e	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
6417d2b7e875cc9ff2236d5bdb458a53	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Mycosymbioces	s__unidentified
2472c858b9f08eae18fde8c54f27815c	k__Fungi						
049ad1644f3604da41c92f89929b41d9	k__Fungi	p__Ascomycota					
b1fc10494270d5d245f5abbfa1bca186	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidales	f__Gloniaceae	g__Cenococcum	s__Cenococcum_geophilum
31935b48ee31c8a02c3a39330e1a82dd	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenopolyscytalum	s__Xenopolyscytalum_pinea
2ed27ceb8c6f9a923d43396442f0ebd6	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__unidentified	s__unidentified
3a6df94964621ae7d52e0c9f535b3684	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
e8c164ac8b94ce8eaa4409e6188b2c0c	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
af6fca638434ddb0a7c7ae4879a979bc	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Cenangiaceae	g__Chlorencoelia	s__Chlorencoelia_torta
73f67223de101b53f731f4c2fd88a41d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
9e87a58eb8988fbd6e24709bb58bc262	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
d456dcaf540fe8df295b3dab1e490037	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Aureobasidium	s__Aureobasidium_pullulans
cf8e1e5a883166cafdbddb31fa3f3f06	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	g__Aspicilia	s__unidentified
58b4f084d124dfd8df82c87099266615	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus_bovinus
fc7bce770a20f2f77b064b85bdcf4bde	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae		
ce09c0569f319b817191b40da028212e	k__Fungi	p__Basidiomycota	c__GS25	o__GS25	f__unidentified	g__unidentified	s__unidentified
13ab188ecef6fa816236e9e00c664afe	k__Fungi						
fbaa77b2f830fb4193ae28531473cb6c	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Sarcoleotia	s__Sarcoleotia_globosa
4335ce864dccae79d4abb5dc782ad94f	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
7e8703044fd2af3a79a5255c82a3aea4	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
e7dd913b415bbbedbfada311c4dbd0e7	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	
2319e8032f2b84cbe3e991ba96b29614	k__Fungi	p__Ascomycota					
eef800b432a0d6d113fa2cf2ef91f3c9	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Phacidium	s__Phacidium_lacerum
08dcea9be785a522cc469df2e45bdf60	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Hormonema	s__Hormonema_macrosporum
f896aa656317e171fcb70a9dd14ea919	k__Fungi						
2ba4519ef153107f21097f50b4c35411	k__Fungi						
2c343741d0219ed130b7190b98f5514d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_cereale
5e432293ce34e8fef032cf456e9c6325	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales			
2f09b1e02f05eb59a0e5ae7d287ea395	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	
00acd383bd2869e23090020bdf3eea34	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Galerina	s__Galerina_lubrica
d8c35e77392239d6f5cbac7972e30e1f	k__Fungi						
d74425aea5ff3459b72106474e382571	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	s__unidentified
169cf79acb6abbd0ed8d7d741b6908a5	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__unidentified
a7b330dbf3240ee1ccb92c98e6f19cf4	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
af5f6e0617c04de9d4172f7b165b6cf6	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__Trichoderma_spirale
5079b6233fe75a64cc44cdd4fd1eb175	k__Fungi						
58e4307252c75d23d172697ad675d0f5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__Pseudogymnoascus_roseus
1ec5efb26a864698bf5abb090b24a15b	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
db88322be4e523c56cabbf86d4425db9	k__Fungi						
f929c55561a8bcac5ae63bb7005dd8a3	k__Fungi						
a8465692d4536719a893e0706793cdb1	k__Fungi	p__Ascomycota	c__Leotiomycetes				
5a7bfbfbd1a0443a4bfd897b4438beef	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Venturia	s__unidentified
1f58447c52c184d18eb803f3fa932c0b	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Amphinema	s__Amphinema_byssoides
6b5ed043c77ff809c9a3c03724e0f49e	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Cheilymenia	
c4860c9e73127210b800b4e7b65bbdc1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales			
f79368fc7a5f38553d82dcc422b59e59	k__Fungi	p__Ascomycota	c__Leotiomycetes				
7cef356660d82b45143859a9a38e2739	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	g__Aspicilia	s__unidentified
c61d59a874878910122e299f64f152ad	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
15bef1fffa9839f547bd73e62035c517	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Mycosymbioces	s__unidentified
5a068b7a12bf4d58b69364f719420a86	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	g__Aspicilia	s__unidentified
93b3186b153feb0fe18da9bfc496a8e9	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	
74a92e34e4457d19846d810b1238a847	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Luellia	s__Luellia_recondita
2eb638bcef56d426527892ed851ce5c1	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
53dff4a6613676969c4b9715ce63de7c	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Hebeloma	s__Hebeloma_cylindrosporum
c180e255522053460b49054df70a45da	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
d0937d14f4710108a63c52f8b631e8c3	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Luellia	s__unidentified
c946258fabbcb19e37f7b9a90d0c75c5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
716e0087bab789a8945b3de36c10a958	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_minutissima
3e7f934ff58ffc9eed45f488855af832	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
833933f61d52fa9dbcc36a1bf9f61492	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	s__Clavaria_argillacea
9b0eb193fb702d7f5ca7b0b8e37d7137	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
7d001cbfcaa16d08ba8122f077c80acc	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Fontanospora	s__unidentified
cf4631ea54bd76b7f0088dc75627450b	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
0e34c59774a9d64e669f1ed56226e486	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae		
182b6fc5d6063dd547adb1d4bf5e77ed	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
9469b967cd5c463f535dce352cc32c04	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
a9da89de1aa540445d1c1f23758dc2e0	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
0a9d0bc559b4cb13793fbae77b68e946	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	s__Mycena_silvae-nigrae
f5d643b7fc4681748707de2cef58e293	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Tausonia	s__Tausonia_pullulans
3cc79112a2b10b124c6d1af5b3c887c8	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
f81f830a8ae6be8523fb0fd5150900cd	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__Penicillium_spinulosum
7d8f6a0c2954d3cd495539af29c8ad45	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	g__Aspicilia	s__unidentified
a05e9b50872cf0e184a7b515d0b2f20f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
7558d9063c06aefff39d93265f3f61ce	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	
58c77582781c2a531be636f57aa4dd5e	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Amphinema	s__unidentified
3e093f1a4c84fb7d4fbd58dea3dba262	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus_variegatus
59561c181dd0cf8b02fcce48c13db675	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
4313709d9b495bfeb707a7969cc81f26	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pezicula	s__Pezicula_brunnea
b17c96202ad14ab9e65571e495d1711b	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
56320fbaafd73a6ecfab0489b516b066	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae		
641bd1cba76e56aacacd48ecd99a19d7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
2f06a4b7de5946bef67c66f12bf3133a	k__Fungi						
b718b033c9a44b3dd972b44e870468a2	k__Fungi						
ffd2333043d986ebf02f671127cc628a	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
fe5eb05c264d2f2fe7e5e4485f487474	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_pilicola
b0e227129967848a0b008b02ecd97e2e	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__Inocybe_soluta
e2d2400e509e8a30ac6b1a3f1aff2187	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Cheilymenia	
0d914601411d53b5f6cb19a4fb4a47f5	k__Fungi	p__Ascomycota					
9f8a87c7aa182980b1501aed3b3daea5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
f7967defc1c55d691e26c7b0857a6d07	k__Fungi						
19a4493c7776afb53c53564e0b31a8c7	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__Athelia_acrospora
e0fc7cd7636f7c3deb3fa073b19d333e	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Basidiodendron	s__unidentified
13f13f57c9b7b178483c650b97e9353b	k__Fungi						
1b9bfe3a8ff4d7f60204f1c737e8eb23	k__Fungi	p__Ascomycota					
fe403694ab6b40301a7c65632d9b2673	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales			
5aa64ad4e2cea1a017a53d3b8382d905	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	
9d1c7914920e042632edde619b58dd4a	k__Fungi						
11a0861c6884e966a3f7acdae0d85033	k__Fungi	p__Ascomycota					
7e709315faad0cc9edf78b023945a196	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
5cb94386b786556e496d5cc13926058a	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	
a2662f17f4f51535d77595fec152af54	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Fontanospora	s__unidentified
9bd2497d4a3050745e2a709c786c2a46	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleomassariaceae		
45138147b292f308f54ce9445513026d	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	
073c62ac8246cc761015b8cc3fb64dde	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	
b23c5774b7b5fa917db01f41477711cb	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_macrocystis
aa0234379dcd8b48f41575192466f165	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	
502720a516b479beed15373f7d4475ca	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Cheilymenia	
2137f7b1f9cad0f8aae46890e9d83935	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	s__unidentified
