Feature.ID	Kingdom	Phylum	Class	Order	Family	Genus	Specie
2da3a0088c79be93d886fe4bbff720f7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
24c9519e5a7ea83a33cc0e0197e73716	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae		
29b235eff63b4ac7d2130f01d1ea2ab3	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
d68cd4401e75be39eced1c0a89a8dae7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
ad7bc19e0bd0369c97380e57932d72f5	k__Fungi	p__Ascomycota					
cb4d26a4824ca2fdd721dd04a37a70a7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
4cf7636fe073b166508f6e21a8e6900d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
bb08e3dcce79f57fd316900d8b94cdb2	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
acee7e9265b091932d5077fd11bd721d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
8bb5df446b9d47d41b0ad762c1214c5c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
0a348d46a29e224705c6bd6b852f5b89	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
86f657662422fa5b6f52fd8e9d6f5ab3	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__Russula_decolorans
0848a4ac1454b372a2b959b83bf6985c	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae		
2e009f24cabbce67d7795a95f3896569	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
4532c5215afbd44d1d4bcd0c6dc95bfb	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
7882a32c1f05fb148ce5479cf3003af5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
f79a155e940f0b9239d119bf49a3c44e	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
f7ef99e315ad48589ae3982de4d9e234	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
89910f903122d90b9931bc1955b19a29	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
98d107aa9b20b37d08ea17e9ed96ee96	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__unidentified	g__unidentified	s__unidentified
3c8b443ffd20100819c78d5ac3b62f4b	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae		
319ea8d7bd560779401125659b3d82b3	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__unidentified	g__unidentified	s__unidentified
7a47c5ba1a5bcf4cb41c5576c3ed802b	k__Fungi	p__Ascomycota					
93ad3be412689b4972fed6e1497bb2d0	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
66c2044855ec69d72853434ce6874d23	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
585ef6de6cd2376fa34d63016a3214d7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
b7c836e167ef8d5269fdfa9956a862be	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
12017f72d0c703bdc92637d678f0ff56	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
9693445dc740c6372da2cecfa25f0de5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
0dc295790be84f3d30e83e7e94e54d72	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__Russula_decolorans
c5e23c53b8b1ecfd185c1daaae748b1d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
03a6b6ec6892460ae37e18291f25f97d	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__Russula_decolorans
b8bcee9910148d982fd9740e77dd774c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
4a80ff64b77922a64e1eb0b0f34f31ba	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
42d68bd21ad590e6a5e508e1c797f9df	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__unidentified	g__unidentified	s__unidentified
c063ca94266a6d52817c3544c119c651	k__Fungi						
ae63adc197f534799fb60fc6f231631e	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
eb71b4ee0e4edf49c0d2f855dcdd4584	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
613c8526944ceb83266f2d2fbab1eb23	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
0fe64d5f4bb04e2484706bf88d8f942d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
3a995473dc3502c4017c424eb979805b	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
ca9ae40cb7a959b03f195c78e71f9243	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
dda331c230e47da2046594d349cc4e17	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
074e23c9ab265843fedda3c2eafda36d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
26d64d9e5a9c20a35e0b93bcdf547d9c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
ba0214266d53ef25551968945cd4a796	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
74fbc81f8b179a9570fad8e321c1b86e	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
99cff774902124ebf4ede84597b2791d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
fc079ce91e3fc10eceed9fa10c7c0c7f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__Hymenoscyphus_tetracladius
be346299ffb06fc4600b708015938a8f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
620e96464c4f5f064a58e925a7992720	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
0599a83a89e04b37a9897a8dfd69ac21	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__unidentified	g__unidentified	s__unidentified
bdfab6f079dbf12423ea72f9d421e38c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
df6aa5aeddc103b95f8b02f5cb39f336	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
d2f9f840e9779fdbb876e7859209a29d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
05c4973684fd4765528de79ca04e46d2	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
f0357da6fb9ec9a0586e00fc24896263	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
87814d02e0e270c3372ccbf27cb921ca	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
8875a8e194fede746605ba8bce5a6d14	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
853e62a32ed0a09c7d547752ff7bdbd7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
a17ae56b60e04470617f745b58511242	k__Fungi						
a9fac85bb0d3ab99e06978e8d11c81ca	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__unidentified	s__unidentified
d44671a02272e0be81b580168fdb8415	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
1e88ffd04b1bf08a6472caf11e37b90e	k__Fungi						
29e01bfc2044a924ac30f5531c2169b8	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
8d75f8ce23f08195e8e4a7e0c412a0e5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
66154c5cd4d06502471254f2c00af0fa	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
06cf17d892ee37a9f9dd439941ea0566	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
dd8befb4b68c6a72958f0a66ea220c35	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
e4bf6d8a29c22a58648009af9ecb7a53	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
61a8bebaf93cf600c9372eaf46612044	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
1cbe29963fa8c706a5cab2d0f0d613f3	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
915b282d17a9fac477ad33c8dbf96d4c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
9480f6913092b146c038ad40ace4de10	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
7f56b21064da936b37ffb54d142fc271	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
48141a20ef931cba5859edee28fe6778	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__Hymenoscyphus_tetracladius
ee5d6e7562f262f89a73a24ffeaa5d4f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
648bc7a19a52f79e57f1d0819c1ad05d	k__Fungi						
69a429c476768de561f46f230c48559d	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__unidentified	s__unidentified
3b8c237048809b448ec04cb622122a2d	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__Penicillium_spinulosum
5f18d90c8b9114b9bc45d544fef3677f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__Hymenoscyphus_tetracladius
8a07e474b80523684254f06370f86d1f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
8bdfc1a4135796cf77d6dc6ee72952d2	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
ae85448de88de10b5b624d90b98cf285	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
c4e552f22ad163330e5316b7e0d6656b	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	
acfe49f903e51d036cded5352da76830	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
baf779e78c0e47319f71f262fa007b8c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
8bfec35ddd4537f5609b799caeffda31	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
44100f589046958b4dc1c4eb87d83600	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Tylospora	s__Tylospora_fibrillosa
dcbc495c1667d1bf0371e695b4679332	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__Hymenoscyphus_tetracladius
775328f230d8a590fcedb4fd2414a152	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
4d89d3bf99b9bf9c0a84b0ae449d4529	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
ebb82b8dac486f7fcdcea921a3ea6a5f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
47d0f4051e33248353c41c5aee3519a5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
8a2f6b3055da0825339a0d7177641583	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
87b287420744947a42db6ace337fe799	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__unidentified	s__unidentified
20d1d92d066857b6fa0178b900b057cd	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
ee40cd2e4874f33044b84394213fbf73	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
302fc1fb302c542ac988fc111229e20c	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__unidentified	s__unidentified
62822931a5693e8346736259c0ee6b4c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
b63bcb4dc1d8a754d30327618ba6f7da	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
916b69706f67141efd84dc00a9c66af3	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
18f93a510c34150c1050dcc09e8dde4c	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Piloderma	s__Piloderma_sphaerosporum
0843a9844f244b9d5d29a836b6868db8	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	
1b9863eae4cb7846776869990b58138d	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
b4ee5f8890d945115fe96b83ace395ce	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
5daeecffa51749135090f05b4a9cfee0	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
8a49f75672cce077301e9e53839590fb	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
4255cdec8b4877f34e422a9b1dab50d2	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
1c95569893fcfb670903bfc73a70cd7f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
83731b1e1ac96cf2fcf2303531a889b8	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unidentified	g__unidentified	s__unidentified
de2a5285bcb76f263b0112986e14d478	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__unidentified	s__unidentified
57e0132fe0fa5600d0ba930cf473d9c6	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales			
96378cf2979b2184dcd78be40b5a753f	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus_variegatus
2e9dd8dce7e96214aef498a0d165e561	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
49320093c559df3022fdde8b4654eba0	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
1c08b6df96f7cd6c8d97f6049de69a9f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
65b1a9fe189aeaa7bbf42ab9e8adf130	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__unidentified	s__unidentified
c8e5c7684e653ddd7a2a80d220e21bf7	k__Fungi	p__Ascomycota					
2f122acbd1b1659e76948014b802e3d7	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
920460aff9534dd1bb8bdd6a5e484640	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
bd9b98900c9f2143e7eeea9038944db0	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
883b28a9a713a6810f9f3a185afc67b9	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
7eab052866372aa4140b83b218456d99	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
0cc3891eca1bde3ad3555c4a2a2873b6	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	s__unidentified
5f87f887c6c007ea5d7a4478ad5800eb	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
89c83eab23e181ae275516241389a724	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus_bovinus
afb638a00d0e43e6960c33ec26aeadcf	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Tylospora	s__Tylospora_fibrillosa
62f6eefbd7b95804ac572d6a938581f6	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
2bb4fabc08ee1e37044f051efd21f886	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
124a73d3ad72187e7ea231a6a9317998	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
fb1341e4333cec6a9340199129b58775	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
21c22bf52df1d56c86c89371f4c8796a	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
c9649ce369dfe0d2df0bab19a4721527	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
8f074390374b8003506a231cf496ab5b	k__Fungi	p__Ascomycota					
bf10429505cea7f0f4893b7920d5cab6	k__Fungi						
39e1662a0d6096bb9771f11ccbf959d1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales			
aadf61482d103b5077d53ac24ee337a5	k__Fungi						
86c5819a6f50ede3a653b18e9346a5f5	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__unidentified	s__unidentified
28dc1bf8a079349bbddbad5e28d819f7	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__Penicillium_spinulosum
951515f55d8eee55999a2a15a6536c37	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__unidentified	g__unidentified	s__unidentified
49ab042306020e5f058c75075e660bbb	k__Fungi	p__Ascomycota					
b92b98f3d250a0108b593dc9b3890ac1	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
9de1805f0333f24ddb1a25b820047eff	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Piloderma	s__Piloderma_sphaerosporum
5e2c4fed2f710f4b01919d046394beb3	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
cbafea1deedf22045052a06fe90dbcc5	k__Fungi	p__Ascomycota					
acfabeb9a494b570d3435790cf996da2	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
1e5d4cf28087119ffa12fc0ee3a34392	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	s__Cadophora_finlandica
ecb850fd405efe71dd96d69e42c48307	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
e16d56a05e29a6541ffecaae0ce94177	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Piloderma	s__Piloderma_sphaerosporum
16230c8a93d965d2d640555a8b9b7e68	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	s__unidentified
909e9c4f85cc3dab3df344fb5e6a55ae	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
a30b9e3c56e75e22df590a597b984e5f	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_pilicola
9717827f4d704f1b5ca34e68ef41ca8d	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae		
4a43c1d64619a7dba93c67472d908cf7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
e9b2a1c64d62a5eab6483603c635dcc1	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
e3736e82edd554ff6b74159e1dda705b	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Piloderma	s__Piloderma_sphaerosporum
a6340814e31da0978e45c6afd154fb06	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
214d8003ffb7552fa441e6f35956e70c	k__Fungi	p__Ascomycota					
47845d11da4eeaba5287070f8b99f9bb	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__unidentified
5232cbefaba4e02ecbe020d5e2040f5a	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
d906d8d387861193a53856e80baa7189	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
8ffbf375822d5b6df50743ad75566bba	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_echinulatum
474414f745a6d8fc8b64d9c514fdf95a	k__Fungi	p__Ascomycota					
9198c369fe849f31980d34f30726a4c0	k__Fungi						
5046256d443003a23705ea9a1265edca	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unidentified	s__unidentified
4a697008f39737097c9fa6e00d2b3437	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidales	f__Gloniaceae		
dc190e54fa865ca99eee7356a7589cd7	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
8548f9f2add6b2d23aa6114e494bae3c	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
82aefd7a42d2ab67afd2d9105bb30899	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
a09bc5ddcbfe286f5aada72e46d8fc51	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
1ff844d9bf5ec4a24720b52e06d6d9c4	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	s__Cadophora_finlandica
4267e52ed5b7a1eb6e22a0e18c153751	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenopolyscytalum	
5220adeb9fbd417351ba9be778c9a773	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Ascocoryne	s__Ascocoryne_sarcoides
d10996a02fc26a197e27e5067e5a7120	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
84927dc20566e7740e34495bbea37713	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__Pezoloma_ericae
7af1d6fb986b001e6d366512c26c5daa	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus_variegatus
9a16501bdc48fdee7d56490b7524dbe6	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
e8b6a1562ac810242d7e18bf64967cf6	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenochalara	s__unidentified
f422af147f0b087ad23312ee7ae7c223	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__unidentified	g__unidentified	s__unidentified
ccddb448a6676b359379d394b9f7ba12	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_pilicola
1c61d8e90c739a86f340b389e18a2854	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron_chlamydosporicum
